"","tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"2794","N8839E",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2795","N8847A",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2796","N8855A",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2797","N8869B",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2798","N8877A",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2799","N8883E",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2800","N8884E",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2801","N8886A",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2802","N8888D",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2803","N8891A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2804","N8896A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2805","N8903A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2806","N8905F",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2807","N8907A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2808","N8908D",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2809","N8913A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2810","N8914A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2811","N8918B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2812","N891AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2813","N8921B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2814","N8923A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2815","N8924B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2816","N8928A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2817","N892AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2818","N8930E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2819","N8932C",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2820","N8933B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2821","N8936A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2822","N8938A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2823","N893AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2824","N8940E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2825","N8942A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2826","N8943A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2827","N8944B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2828","N8946A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2829","N8948B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2830","N894AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2831","N895AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2832","N8960A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2833","N8964E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2834","N8965E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2835","N8968E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2836","N8969A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2837","N896AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2838","N8970D",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2839","N8971A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2840","N8972E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2841","N8974C",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2842","N8976E",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2843","N8977A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2844","N8980A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2845","N8982A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2846","N8986B",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2847","N899AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2848","N900DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2849","N900EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2850","N900PC",1997,"Fixed wing multi engine","BOEING","757-26D",2,178,"NA","Turbo-jet"
"2851","N900WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2852","N901DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2853","N901WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2854","N901XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2855","N902DA",1994,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2856","N902DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2857","N902FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2858","N902WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2859","N902XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2860","N903DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2861","N903DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2862","N903FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2863","N903JB",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,"NA","Turbo-fan"
"2864","N903WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2865","N903XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2866","N904DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2867","N904DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2868","N904DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2869","N904FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2870","N904WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2871","N904XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2872","N905DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2873","N905DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2874","N905DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2875","N905FJ",1986,"Fixed wing multi engine","AVIONS MARCEL DASSAULT","MYSTERE FALCON 900",3,12,"NA","Turbo-fan"
"2876","N905WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2877","N905XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2878","N906AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2879","N906DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2880","N906DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2881","N906DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2882","N906FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2883","N906WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2884","N906XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2885","N907DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2886","N907DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2887","N907DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2888","N907FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2889","N907JB",2013,"Fixed wing multi engine","AIRBUS INDUSTRIE","A321-231",2,379,"NA","Turbo-fan"
"2890","N907WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2891","N907XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2892","N908DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2893","N908DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2894","N908FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2895","N908WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2896","N908XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2897","N909DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2898","N909DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2899","N909EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2900","N909FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2901","N909WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2902","N909XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2903","N910AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2904","N910DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"2905","N910DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2906","N910DN",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2907","N910FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2908","N910FR",2002,"Fixed wing multi engine","AIRBUS","A319-112",2,100,"NA","Turbo-fan"
"2909","N910WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2910","N910XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2911","N911DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2912","N911DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2913","N911DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2914","N911FJ",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2915","N912DE",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2916","N912DL",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2917","N912DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2918","N912FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2919","N912WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2920","N912XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2921","N913DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2922","N913DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2923","N913DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2924","N913EV",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2925","N913FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2926","N913JB",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,"NA","Turbo-fan"
"2927","N913WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2928","N913XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2929","N914DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2930","N914DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2931","N914DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2932","N914FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2933","N914WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2934","N914XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2935","N915AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2936","N915DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2937","N915DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2938","N915DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2939","N915WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2940","N915XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2941","N916DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2942","N916DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2943","N916DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2944","N916FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2945","N916WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2946","N916XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2947","N917DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2948","N917DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2949","N917DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2950","N917FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2951","N917WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2952","N917XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2953","N918DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2954","N918DH",1998,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2955","N918DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2956","N918FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2957","N918WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2958","N918XJ",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2959","N919AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2960","N919DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2961","N919DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2962","N919DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"2963","N919FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2964","N919WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2965","N919XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2966","N920AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2967","N920DE",1993,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2968","N920DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2969","N920FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2970","N920WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2971","N920XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2972","N921AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2973","N921DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2974","N921FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2975","N921WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2976","N921XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2977","N922AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2978","N922DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2979","N922EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"2980","N922FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2981","N922WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2982","N922XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2983","N923AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2984","N923DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2985","N923FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2986","N923WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2987","N923XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2988","N924AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2989","N924DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2990","N924FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2991","N924WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2992","N924XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2993","N925AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2994","N925DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"2995","N925FJ",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2996","N925WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"2997","N925XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"2998","N926AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"2999","N926DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3000","N926EV",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"3001","N926LR",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3002","N926XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3003","N927AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3004","N927DA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3005","N927LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3006","N927XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3007","N928AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3008","N928DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3009","N928EV",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"3010","N928LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3011","N928XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3012","N929AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3013","N929DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3014","N929DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"3015","N929LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3016","N929WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3017","N929XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3018","N930AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3019","N930DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3020","N930LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3021","N930WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
